13357		0.00012	0.000051	0.000045	0.577003	0.000029	0.028682	0.278933	0.026543	0.065616	0.022977
13356		0.000247	0.0003	0.000359	0.277565	0.000227	0.230183	0.000376	0.490339	0.000204	0.0002
11542		0.000075	0.000097	0.443652	0.000071	0.028877	0.000065	0.116973	0.409969	0.000092	0.00013
11543		0.000006	0.000008	0.000163	0.000005	0.997624	0.000005	0.001057	0.000046	0.001084	0.000003
11540		0.000457	0.520324	0.024831	0.154327	0.029381	0.028194	0.216078	0.000018	0.026377	0.000013
11541		0.000094	0.00006	0.360099	0.000033	0.000022	0.000031	0.001877	0.577108	0.00004	0.060636
11546		0.001125	0.932393	0.000036	0.006359	0.00004	0.001247	0.058687	0.000036	0.00004	0.000038
11547		0.000016	0.00061	0.000017	0.000155	0.78015	0.125172	0.018992	0.000015	0.074863	0.00001
11544		0.000055	0.000052	0.440198	0.000059	0.026862	0.000056	0.000135	0.532466	0.000063	0.000054
11545		0.000044	0.000042	0.534329	0.000047	0.011348	0.000044	0.000097	0.453955	0.000051	0.000043
14545		0.000037	0.000037	0.000069	0.000037	0.000073	0.034004	0.000054	0.965591	0.000067	0.00003
11548		0.000004	0.000005	0.000023	0.000004	0.999663	0.000004	0.000084	0.000011	0.000199	0.000003
11549		0.000051	0.000048	0.701969	0.000052	0.000044	0.000051	0.27305	0.024613	0.00006	0.000062
5989		0.000024	0.000016	0.00032	0.682501	0.000017	0.000019	0.316845	0.000032	0.000213	0.000013
5982		0.000047	0.000061	0.00005	0.000096	0.000046	0.000058	0.381467	0.527809	0.000046	0.090321
5983		0.000026	0.000021	0.00066	0.700518	0.000023	0.000024	0.29842	0.000053	0.000239	0.000016
5980		0.000027	0.000021	0.001127	0.724926	0.000023	0.000024	0.27344	0.000061	0.000333	0.000017
5981		0.000242	0.000238	0.000228	0.000263	0.000215	0.00029	0.78116	0.000269	0.000216	0.216879
5986		0.000024	0.000019	0.032801	0.650078	0.000022	0.000023	0.313096	0.003623	0.000297	0.000016
5987		0.000072	0.000086	0.000099	0.000111	0.000124	0.443419	0.012884	0.54295	0.000186	0.000069
5984		0.000056	0.006176	0.000039	0.510216	0.000035	0.000221	0.482832	0.000041	0.00035	0.000034
5985		0.000148	0.000444	0.000246	0.000533	0.000313	0.008314	0.236258	0.753474	0.00013	0.000139
12441		0.00007	0.000076	0.000116	0.84356	0.034215	0.00009	0.005353	0.04027	0.076192	0.000059
14544		0.000112	0.15259	0.139208	0.071574	0.000113	0.00011	0.440679	0.195426	0.000104	0.000086
6796		0.000084	0.206804	0.000067	0.000124	0.000163	0.170243	0.622314	0.000067	0.000076	0.00006
6797		0.00002	0.000028	0.004597	0.002098	0.000017	0.000024	0.112105	0.191279	0.689819	0.000014
6794		0.000014	0.000014	0.000021	0.000166	0.000011	0.000017	0.098231	0.06805	0.833467	0.000009
6795		0.087113	0.85813	0.009316	0.000011	0.000159	0.000034	0.044598	0.000626	0.000008	0.000005
6792		0.000217	0.000267	0.0002	0.000587	0.000215	0.997616	0.000296	0.0002	0.000204	0.0002
6793		0.000095	0.000116	0.000081	0.669827	0.000077	0.000089	0.175117	0.154516	0.000047	0.000034
6790		0.000043	0.321348	0.008473	0.0107	0.000023	0.000027	0.580334	0.000026	0.079008	0.00002
6791		0.000014	0.000014	0.000014	0.000015	0.00001	0.999888	0.000012	0.000012	0.000012	0.00001
13637		0.000019	0.000019	0.000019	0.000019	0.999832	0.000019	0.000019	0.000019	0.000019	0.000018
6798		0.000009	0.00001	0.000717	0.000017	0.000011	0.975197	0.000011	0.024011	0.000009	0.000007
6799		0.000016	0.187225	0.000015	0.000012	0.800795	0.000012	0.000015	0.000439	0.000012	0.011458
13549		0.000005	0.000005	0.000007	0.00001	0.999936	0.000006	0.000007	0.000014	0.000005	0.000004
6294		0.103023	0.255169	0.012461	0.062331	0.000009	0.566878	0.00002	0.000075	0.000026	0.000008
270		0.000008	0.000008	0.013922	0.000008	0.000007	0.000008	0.000009	0.986014	0.000008	0.000007
271		0.000054	0.000041	0.002135	0.335455	0.000055	0.000134	0.432189	0.228836	0.00107	0.000031
272		0.00017	0.000142	0.995387	0.00012	0.002224	0.000421	0.001074	0.000171	0.000224	0.000067
273		0.000036	0.000038	0.295683	0.000281	0.012083	0.002978	0.036851	0.643252	0.008773	0.000024
274		0.005023	0.000094	0.762103	0.129366	0.000043	0.00007	0.000104	0.103126	0.00004	0.000031
275		0.000007	0.000008	0.013731	0.000008	0.000007	0.000008	0.000008	0.98621	0.000008	0.000006
276		0.00004	0.000032	0.000146	0.330754	0.000039	0.000062	0.354608	0.314142	0.000152	0.000025
277		0.000035	0.000029	0.00011	0.428679	0.000037	0.000044	0.290161	0.280815	0.000068	0.000023
278		0.000007	0.000007	0.015191	0.000007	0.000006	0.000007	0.000008	0.984753	0.000008	0.000006
279		0.000032	0.000026	0.000052	0.381698	0.000032	0.000036	0.357626	0.260417	0.000062	0.00002
12019		0.000034	0.000031	0.000032	0.000034	0.000031	0.000035	0.000053	0.000062	0.000033	0.999655
12018		0.000032	0.000033	0.000033	0.000033	0.000032	0.000033	0.000036	0.000033	0.000034	0.9997
12015		0.000032	0.000033	0.000033	0.000033	0.000032	0.000033	0.000036	0.000033	0.000034	0.9997
12014		0.000022	0.000018	0.027944	0.640721	0.00002	0.000022	0.327523	0.00336	0.000355	0.000015
12017		0.000016	0.000015	0.000018	0.766845	0.000013	0.000015	0.233011	0.000036	0.00002	0.00001
12016		0.000034	0.000035	0.000034	0.000034	0.000034	0.000034	0.000034	0.000034	0.000034	0.99969
12011		0.106876	0.341444	0.000021	0.373927	0.000061	0.009874	0.145425	0.016044	0.006318	0.00001
12010		0.00064	0.000099	0.33705	0.142029	0.000053	0.001923	0.400139	0.037048	0.080973	0.000047
12013		0.000048	0.000038	0.001435	0.000035	0.000026	0.000032	0.000077	0.000631	0.000036	0.997642
12012		0.000024	0.000016	0.00032	0.682501	0.000017	0.000019	0.316845	0.000032	0.000213	0.000013
10709		0.394609	0.00098	0.000713	0.031164	0.000174	0.00033	0.130166	0.441413	0.000323	0.000126
10708		0.000072	0.25056	0.000047	0.744932	0.00008	0.000159	0.003942	0.000086	0.000071	0.00005
9529		0.000212	0.017619	0.593431	0.000033	0.03273	0.000027	0.003262	0.352634	0.000034	0.000018
9258		0.000096	0.000031	0.000521	0.000108	0.000014	0.891176	0.002124	0.105888	0.000028	0.000015
9259		0.078976	0.380776	0.000015	0.000039	0.00001	0.326942	0.000026	0.00003	0.213146	0.000039
9256		0.000111	0.000088	0.000083	0.190072	0.000099	0.000157	0.809141	0.000099	0.000085	0.000066
9257		0.000098	0.000032	0.000391	0.000188	0.000015	0.882558	0.003127	0.113546	0.00003	0.000016
9254		0.924126	0.028404	0.006355	0.032732	0.000002	0.000007	0.007619	0.000086	0.000668	0.000001
9255		0.000023	0.000022	0.000017	0.000915	0.021007	0.000025	0.945145	0.000042	0.032792	0.000012
9252		0.000067	0.000068	0.000071	0.000071	0.000067	0.000069	0.000075	0.00007	0.000074	0.999369
9253		0.000023	0.000023	0.000017	0.00108	0.021696	0.000026	0.942803	0.000041	0.034278	0.000012
9250		0.000071	0.000071	0.000072	0.000071	0.000071	0.000071	0.000071	0.000072	0.000071	0.999357
9251		0.448108	0.107481	0.000012	0.028684	0.00001	0.304678	0.000022	0.098963	0.012034	0.000009
10619		0.000054	0.000064	0.000058	0.000038	0.030248	0.000036	0.009792	0.959595	0.000073	0.000042
2143		0.000006	0.000007	0.999936	0.000007	0.000009	0.000007	0.000008	0.000007	0.000007	0.000005
10618		0.000075	0.000095	0.000078	0.000044	0.035304	0.000044	0.012884	0.951325	0.000101	0.000051
2142		0.00002	0.000017	0.947923	0.000016	0.013174	0.000016	0.000018	0.000022	0.038783	0.000011
3519		0.000178	0.000157	0.837684	0.000169	0.000142	0.000141	0.159912	0.001324	0.000168	0.000125
3518		0.000405	0.002037	0.318952	0.000064	0.000038	0.000061	0.020739	0.517348	0.000078	0.140278
3513		0.116847	0.70515	0.003402	0.056769	0.00001	0.11192	0.000023	0.000016	0.005853	0.00001
3512		0.000075	0.000059	0.635651	0.00005	0.000044	0.000069	0.000073	0.337138	0.000052	0.026788
3511		0.036232	0.212402	0.000037	0.136263	0.04867	0.190444	0.364471	0.000142	0.011318	0.000021
3510		0.276711	0.400455	0.031163	0.182607	0.000049	0.000109	0.104666	0.003879	0.000233	0.000128
3517		0.000027	0.000022	0.671168	0.000045	0.000029	0.000026	0.154606	0.160874	0.012871	0.000331
3516		0.000109	0.000121	0.000118	0.695439	0.000108	0.000249	0.302265	0.00047	0.000134	0.000986
3515		0.000291	0.00034	0.000255	0.000505	0.000277	0.000394	0.597886	0.000998	0.000295	0.398759
3514		0.038325	0.000034	0.586551	0.000047	0.00003	0.000032	0.041856	0.333073	0.00003	0.000023
2688		0.330183	0.023774	0.000025	0.00137	0.009356	0.000058	0.068606	0.079292	0.000016	0.48732
2684		0.000027	0.000025	0.960211	0.000029	0.000044	0.000044	0.039013	0.000537	0.000048	0.000021
2685		0.017401	0.000016	0.801755	0.007877	0.000012	0.000035	0.115854	0.024833	0.026327	0.005889
2686		0.000026	0.000024	0.97066	0.000028	0.000037	0.000039	0.028423	0.0007	0.000044	0.000019
2687		0.000131	0.000105	0.379447	0.000178	0.000093	0.00013	0.037614	0.582103	0.00011	0.000089
2680		0.865698	0.06623	0.000014	0.004961	0.000108	0.000913	0.051865	0.009844	0.000365	0.000003
2681		0.000032	0.005853	0.033854	0.000034	0.00002	0.000026	0.070652	0.889398	0.000061	0.000071
2682		0.000038	0.000038	0.000628	0.000039	0.000037	0.000038	0.000064	0.999018	0.000038	0.000063
2683		0.000267	0.000213	0.374535	0.000215	0.000216	0.000205	0.623602	0.000328	0.000219	0.0002
14624		0.202075	0.000051	0.078208	0.043873	0.000043	0.000045	0.520827	0.154774	0.00007	0.000036
14625		0.327594	0.000092	0.000109	0.036249	0.000162	0.000106	0.038291	0.597001	0.00031	0.000085
13440		0.095292	0.000044	0.002134	0.000088	0.000035	0.000048	0.698838	0.203165	0.000332	0.000023
14474		0.000564	0.000418	0.089638	0.113027	0.000338	0.001024	0.000619	0.793602	0.000438	0.000332
14620		0.703767	0.038197	0.002606	0.030379	0.013868	0.07585	0.109878	0.003098	0.022352	0.000005
14621		0.000026	0.956788	0.000287	0.000034	0.000086	0.000022	0.000172	0.042553	0.000018	0.000015
14622		0.000025	0.944744	0.000061	0.000034	0.000066	0.000022	0.000171	0.054845	0.000017	0.000015
14623		0.00011	0.000138	0.000097	0.000182	0.000076	0.910709	0.088434	0.000095	0.000092	0.000067
14628		0.103644	0.001264	0.009235	0.04453	0.026293	0.814796	0.000171	0.000012	0.000041	0.000014
14629		0.887863	0.075793	0.006953	0.017326	0.001747	0.010096	0.000164	0.000017	0.00004	0
99		0.000027	0.000028	0.99976	0.000024	0.000035	0.000028	0.000025	0.000024	0.000026	0.000022
98		0.000006	0.000007	0.999941	0.000006	0.000007	0.000007	0.000008	0.000006	0.000007	0.000005
11362		0.777617	0.039259	0.000102	0.000129	0.000113	0.000147	0.182276	0.000108	0.000154	0.000096
91		0.000027	0.000028	0.999758	0.000024	0.000036	0.000028	0.000025	0.000025	0.000026	0.000022
90		0.000007	0.000008	0.999932	0.000007	0.000009	0.000008	0.000009	0.000007	0.000008	0.000006
93		0.210294	0.625161	0.003852	0.027719	0.002602	0.118045	0.00673	0.005179	0.000085	0.000333
92		0.000007	0.000008	0.999933	0.000007	0.000008	0.000008	0.000009	0.000007	0.000008	0.000006
95		0.000008	0.000009	0.999921	0.000008	0.00001	0.00001	0.000009	0.000009	0.000009	0.000007
94		0.000007	0.000007	0.999936	0.000007	0.000008	0.000007	0.000009	0.000007	0.000008	0.000006
97		0.000011	0.000013	0.999887	0.000012	0.000012	0.000014	0.000016	0.000013	0.000013	0.000009
96		0.000006	0.000007	0.999938	0.000006	0.000007	0.000007	0.000008	0.000007	0.000007	0.000005
14607		0.180495	0.003502	0.030127	0.000126	0.000629	0.000104	0.002491	0.780715	0.001767	0.000044
13058		0.00033	0.000336	0.330186	0.593508	0.000113	0.001559	0.06442	0.009094	0.00034	0.000115
13059		0.000533	0.000459	0.048591	0.000417	0.000317	0.925096	0.001055	0.022649	0.00057	0.000313
13052		0.000203	0.000194	0.000163	0.000185	0.000149	0.000241	0.456374	0.000232	0.000186	0.542073
13053		0.000033	0.000028	0.000029	0.000077	0.953993	0.000025	0.000028	0.000034	0.04573	0.000024
13050		0.000111	0.000112	0.000138	0.000162	0.000102	0.695533	0.000206	0.001209	0.302313	0.000114
13051		0.000027	0.000027	0.000027	0.000027	0.999756	0.000027	0.000028	0.000027	0.000029	0.000026
13056		0.008304	0.000027	0.000044	0.003594	0.8721	0.00023	0.03788	0.001042	0.07676	0.00002
13057		0.162367	0.006571	0.004123	0.692555	0.093944	0.00831	0.00031	0.000043	0.031777	0.000002
13054		0.16805	0.007097	0.00351	0.688942	0.093502	0.007582	0.000127	0.000014	0.031175	0.000002
13055		0.000031	0.000026	0.00003	0.000069	0.955841	0.000024	0.000027	0.000037	0.043892	0.000023
11664		0.000026	0.000023	0.038553	0.000028	0.000023	0.000024	0.000028	0.96124	0.000031	0.000023
13912		0.057404	0.000112	0.275148	0.000395	0.000066	0.000083	0.164067	0.50149	0.001187	0.000049
12109		0.000039	0.000024	0.90124	0.000041	0.000019	0.000026	0.00258	0.085193	0.01082	0.000018
12643		0.00025	0.000259	0.325056	0.00019	0.000201	0.061408	0.000264	0.611551	0.000648	0.000172
10693		0.593644	0.180274	0.000009	0.116699	0.000005	0.106411	0.002902	0.000007	0.000043	0.000005
1177		0.000034	0.000051	0.932788	0.016398	0.000027	0.000063	0.050348	0.000231	0.000036	0.000024
1176		0.190847	0.432451	0.000025	0.021289	0.005858	0.343296	0.000452	0.00001	0.00577	0.000001
1175		0.000037	0.000059	0.925033	0.032469	0.00003	0.000069	0.042036	0.000201	0.000038	0.000027
1174		0.000039	0.000061	0.996637	0.002151	0.000034	0.000041	0.000853	0.000107	0.000048	0.00003
1173		0.101269	0.000169	0.000036	0.047001	0.000023	0.000053	0.00002	0.851379	0.000038	0.000012
1172		0.00004	0.000063	0.995703	0.003153	0.000035	0.000041	0.000751	0.000132	0.00005	0.000031
1171		0.028783	0.000037	0.785678	0.040423	0.008626	0.000057	0.000159	0.136166	0.000046	0.000026
1170		0.022933	0.000026	0.750078	0.046749	0.000123	0.000034	0.017504	0.162496	0.000039	0.000017
1179		0.000044	0.000152	0.582636	0.000074	0.00003	0.000116	0.333322	0.082664	0.000933	0.000028
1178		0.000035	0.000052	0.928042	0.017442	0.000028	0.000063	0.05401	0.000268	0.000035	0.000025
10580		0.005786	0.000066	0.063101	0.893436	0.000046	0.00007	0.037124	0.000131	0.000195	0.000044
11771		0.000028	0.000027	0.000028	0.000028	0.99975	0.000027	0.000028	0.000027	0.000029	0.000027
7188		0.000386	0.19863	0.000107	0.061759	0.000577	0.000164	0.738059	0.000099	0.000108	0.00011
876		0.00003	0.000027	0.181462	0.000029	0.000024	0.000028	0.000033	0.818314	0.00003	0.000022
877		0.000707	0.149428	0.002252	0.000144	0.034136	0.232566	0.173884	0.000112	0.40668	0.000091
7180		0.000339	0.354401	0.000175	0.0003	0.000169	0.292466	0.351622	0.000166	0.000196	0.000166
7181		0.000031	0.00002	0.000022	0.999406	0.000019	0.000169	0.000031	0.000019	0.000269	0.000015
7182		0.089332	0.73323	0.00001	0.001516	0.003215	0.093045	0.000016	0.000007	0.079621	0.000007
